,Armor,Armor Value,Config,Engine Size,Engine Type,Era,Heat Sinks,Mass,Myomer,Name,Rules Level,Source,Speeds,Structure,TechBase,Variant,Weapons
Argus AGS-2D,Standard Armor,176,Biped,300, XL Engine,3062,13 Double,60,Standard,Argus,2,,"{'Walk': 5, 'Run': 8, 'Jump': '0'}",Endo Steel,Inner Sphere,AGS-2D,"['3', ['1 ISERPPC, Right Arm', '1 ISLRM15, Left Arm, Ammo:32', '1 ISLRM15, Left Torso']]"
Hellfire 3,Ferro-Fibrous,192,Biped,240, XL Fusion Engine,3072,15 Double,60,CLMASC,Hellfire,3,,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",Standard,Clan,3,"['10', ['1 CLSRM6, Right Torso, Ammo:45', '1 CLSRM6, Left Torso', '1 CLERFlamer, Right Arm', '1 CLERFlamer, Left Arm', '1 CLPlasmaCannon, Left Arm, Ammo:40', '1 CLPlasmaCannon, Left Arm', '1 CLPlasmaCannon, Right Arm', '1 CLPlasmaCannon, Right Arm', '1 CLFlamer, Right Arm', '1 CLFlamer, Left Arm']]"
Hellfire 2,Ferro-Fibrous,172,Biped,300, XL Engine,3067,18 Double,60,MASC,Hellfire,2,,"{'Walk': 5, 'Run': 8, 'Jump': '0'}",Standard,Clan,2,"['8', ['1 CLHeavyMediumLaser, Right Arm', '1 CLERMediumLaser, Right Arm', '1 CLHeavyMediumLaser, Left Arm', '1 CLERMediumLaser, Left Arm', '1 CLERSmallLaser, Left Arm', '1 CLATM6, Right Torso, Ammo:40', '1 CLHeavyLargeLaser, Left Torso', '1 CLATM6, Left Torso']]"
Black Hawk-KU BHKU-OX,Standard(Inner Sphere),200,Biped Omnimech,300, XL Engine(IS),3058,s Heat Sinks:12,60,Standard,Black Hawk-KU,4,TRO 3058 - Clan Invasion,"{'Walk': 5, 'Run': 8, 'Jump': '5'}",IS Standard,Inner Sphere,BHKU-OX,"['14', ['Medium Laser, Left Arm', 'Medium Laser, Left Arm', 'Medium Laser, Left Arm', 'Medium Laser, Left Arm', 'Medium Laser, Left Arm', 'Medium Laser, Left Arm', 'Medium Laser, Left Arm', 'Medium Laser, Right Arm', 'Medium Laser, Right Arm', 'Medium Laser, Right Arm', 'Medium Laser, Right Arm', 'Medium Laser, Right Arm', 'Medium Laser, Right Arm', 'Medium Laser, Right Arm']]"
Black Hawk-KU BHKU-OU,Standard(Inner Sphere),200,Biped Omnimech,300, XL Engine(IS),3077,s Heat Sinks:12,60,Standard,Black Hawk-KU,2,Jihad,"{'Walk': 5, 'Run': 8, 'Jump': '5'}",IS Standard,Inner Sphere,BHKU-OU,"['7', ['ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Head']]"
Daedalus GTX2 (Militarized),Standard Armor,152,Quad,240, Fusion Engine,2801,10 Single,60,Standard,Daedalus,4,,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",Industrial,Inner Sphere,GTX2 (Militarized),"['12', ['1 ISMediumLaser, Center Torso', '1 ISMediumLaser, Center Torso', '1 ISMachine Gun, Right Arm, Ammo:200', '1 ISMachine Gun, Left Arm', '1 ISMachine Gun, Right Arm', '1 ISMachine Gun, Left Arm', '1 Backhoe, Right Torso', '1 Chainsaw, Left Torso', '1 CLRocketLauncher20Prototype, Left Torso', '1 CLRocketLauncher20Prototype, Left Torso', '1 CLRocketLauncher20Prototype, Right Torso', '1 CLRocketLauncher20Prototype, Right Torso']]"
Black Hawk-KU BHKU-OR,Standard(Inner Sphere),200,Biped Omnimech,300, XL Engine(IS),3059,s Heat Sinks:12,60,Standard,Black Hawk-KU,4,TRO 3058 - Clan Invasion,"{'Walk': 5, 'Run': 8, 'Jump': '5'}",IS Standard,Mixed (IS Chassis),BHKU-OR,"['4', ['Streak SRM 6, Left Arm', 'Streak SRM 6, Left Arm', 'ER Large Laser, Right Arm', 'ER Large Laser, Right Arm']]"
Black Hawk-KU BHKU-OE,Standard(Inner Sphere),200,Biped Omnimech,300, XL Engine(IS),3063,s Heat Sinks:12,60,Standard,Black Hawk-KU,2,TRO 3058 - Civil War,"{'Walk': 5, 'Run': 8, 'Jump': '5'}",IS Standard,Inner Sphere,BHKU-OE,"['12', ['ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm']]"
Black Hawk-KU BHKU-OD,Standard(Inner Sphere),200,Biped Omnimech,300, XL Engine(IS),3055,s Heat Sinks:12,60,Standard,Black Hawk-KU,2,TRO 3058 - Clan Invasion,"{'Walk': 5, 'Run': 8, 'Jump': '5'}",IS Standard,Inner Sphere,BHKU-OD,"['2', ['LRM 20, Left Arm', 'ER Large Laser, Right Arm']]"
Black Hawk-KU BHKU-OC,Standard(Inner Sphere),200,Biped Omnimech,300, XL Engine(IS),3055,s Heat Sinks:12,60,Standard,Black Hawk-KU,2,TRO 3058 - Clan Invasion,"{'Walk': 5, 'Run': 8, 'Jump': '5'}",IS Standard,Inner Sphere,BHKU-OC,"['2', ['Gauss Rifle, Left Arm', 'Medium Laser, Right Arm']]"
Black Hawk-KU BHKU-OB,Standard(Inner Sphere),200,Biped Omnimech,300, XL Engine(IS),3055,s Heat Sinks:12,60,Standard,Black Hawk-KU,2,TRO 3058 - Clan Invasion,"{'Walk': 5, 'Run': 8, 'Jump': '5'}",IS Standard,Inner Sphere,BHKU-OB,"['2', ['Large Pulse Laser, Left Arm', 'Ultra AC/5, Right Arm']]"
Black Hawk-KU BHKU-OA,Standard(Inner Sphere),200,Biped Omnimech,300, XL Engine(IS),3055,s Heat Sinks:12,60,Standard,Black Hawk-KU,2,TRO 3058 - Clan Invasion,"{'Walk': 5, 'Run': 8, 'Jump': '5'}",IS Standard,Inner Sphere,BHKU-OA,"['4', ['ER PPC, Left Arm', 'ER PPC, Right Arm', 'AMS, Left Torso', 'AMS, Right Torso']]"
Black Hawk-KU BHKU-O,Standard(Inner Sphere),200,Biped Omnimech,300, XL Engine(IS),3055,s Heat Sinks:12,60,Standard,Black Hawk-KU,2,TRO 3058 - Clan Invasion,"{'Walk': 5, 'Run': 8, 'Jump': '5'}",IS Standard,Inner Sphere,BHKU-O,"['12', ['Medium Pulse Laser, Left Arm', 'Medium Pulse Laser, Left Arm', 'Medium Laser, Left Arm', 'Medium Laser, Left Arm', 'Medium Laser, Left Arm', 'Medium Pulse Laser, Right Arm', 'Medium Pulse Laser, Right Arm', 'Medium Laser, Right Arm', 'Medium Laser, Right Arm', 'Medium Laser, Right Arm', 'Small Laser, Left Torso', 'Small Laser, Right Torso']]"
Hellfire,Ferro-Fibrous,172,Biped,240, Fusion Engine,3058,17 Double,60,MASC,Hellfire,2,,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",Standard,Clan,(Standard),"['9', ['1 CLHeavyMediumLaser, Right Arm', '1 CLERMediumLaser, Right Arm', '1 CLHeavySmallLaser, Right Arm', '1 CLHeavyMediumLaser, Left Arm', '1 CLERMediumLaser, Left Arm', '1 CLHeavySmallLaser, Left Arm', '2 CLLRM10, Right Torso, Ammo:24', '1 CLLRM10, Left Torso', '1 CLHeavyLargeLaser, Left Torso']]"
Helios HEL-C,Standard(Inner Sphere),144,Biped,240, Fusion Engine,3060,10 Double,60,Standard,Helios,2,TRO 3060,"{'Walk': 4, 'Run': 6, 'Jump': '4'}",Endo Steel,Inner Sphere,HEL-C,"['4', ['ER Medium Laser, Left Arm', 'Gauss Rifle, Right Arm', 'SRM 6, Left Torso', 'SRM 6, Right Torso']]"
Helios HEL-6X,Standard(Inner Sphere),144,Biped,300, Light Engine,3072,10 Double,60,Triple-Strength,Helios,3,TRO 3060,"{'Walk': 5, 'Run': 8, 'Jump': '5'}",Endo Steel,Inner Sphere,HEL-6X,"['5', ['ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'Heavy PPC, Right Arm', 'Medium VSP, Left Torso', 'Medium VSP, Right Torso']]"
Helios HEL-4A,Standard(Inner Sphere),176,Biped,240, Fusion Engine,3060,15 Double,60,Standard,Helios,2,TRO 3060,"{'Walk': 4, 'Run': 6, 'Jump': '4'}",Endo Steel,Inner Sphere,HEL-4A,"['5', ['Medium Laser, Left Arm', 'Medium Laser, Left Arm', 'ER PPC, Right Arm', 'MRM 20, Right Torso', 'Medium Laser, Head']]"
Lancelot LNC25-06,Ferro-Fibrous,179,Biped,360, XL Engine,3071,12 Double,60,Standard,Lancelot,2,TRO 3050 - Jihad,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Endo Steel,Inner Sphere,LNC25-06,"['4', ['1 ISERLargeLaser, Right Arm', '1 ISERLargeLaser, Left Arm', '1 ISPPC, Right Torso', '1 ISImprovedC3CPU, Head']]"
Black Hawk-KU BHKU-OF,Standard(Inner Sphere),200,Biped Omnimech,300, XL Engine(IS),3069,s Heat Sinks:12,60,Standard,Black Hawk-KU,2,TRO 3058 - Jihad,"{'Walk': 5, 'Run': 8, 'Jump': '5'}",IS Standard,Inner Sphere,BHKU-OF,"['3', ['Heavy PPC, Left Arm', 'Light PPC, Right Arm', 'Light PPC, Right Arm']]"
Boreas D,Standard(Inner Sphere),184,QuadVee Omnimech,240, Fusion (Clan) Engine(IS),3132,s Heat Sinks:9,60,Standard,Boreas,3,XTRO Republic II - Late Republic,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",IS Standard,Clan,D,"['2', ['Heavy Large Laser, Right Torso', 'Heavy Large Laser, Left Torso']]"
Boreas C,Standard(Inner Sphere),184,QuadVee Omnimech,240, Fusion (Clan) Engine(IS),3132,s Heat Sinks:9,60,Standard,Boreas,3,XTRO Republic II - Late Republic,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",IS Standard,Clan,C,"['3', ['ATM 12, Right Torso', 'ER Medium Laser, Left Torso', 'ER Medium Laser, Left Torso']]"
Boreas B,Standard(Inner Sphere),184,QuadVee Omnimech,240, Fusion (Clan) Engine(IS),3132,s Heat Sinks:9,60,Standard,Boreas,3,XTRO Republic II - Late Republic,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",IS Standard,Clan,B,"['1', ['Streak LRM 20, Right Torso']]"
Lancelot LNC25-05,Standard,152,Biped,360, XL Engine,2594,11 Double,60,Standard,Lancelot,2,TRO 3050 - Star League,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Standard,Inner Sphere,LNC25-05,"['5', ['1 ISLargeLaser, Right Arm', '2 ISMachine Gun, Right Arm, Ammo:200', '1 ISLargeLaser, Left Arm', '2 ISMachine Gun, Left Arm', '1 ISPPC, Right Torso']]"
Lancelot LNC25-04,Ferro-Fibrous,179,Biped,360, XL Engine,3060,14 Double,60,Standard,Lancelot,2,TRO 3050 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Endo Steel,Inner Sphere,LNC25-04,"['4', ['1 ISERLargeLaser, Right Arm', '1 ISERLargeLaser, Left Arm', '1 ISERPPC, Right Torso', '1 ISImprovedC3CPU, Center Torso']]"
Lancelot LNC25-03,Standard,201,Biped,300, XL Engine,2876,10 Double,60,Standard,Lancelot,2,TRO 3050 - Succession Wars,"{'Walk': 5, 'Run': 8, 'Jump': '0'}",Standard,Inner Sphere,LNC25-03,"['4', ['1 ISAC5, Right Arm, Ammo:20', '1 ISAC5, Left Arm', '1 ISPPC, Right Torso', '1 ISMediumLaser, Center Torso']]"
Lancelot LNC25-02,Standard(Inner Sphere),152,Biped,240, Fusion Engine,2864,19 Single,60,Standard,Lancelot,1,TRO 3039 - Succession Wars,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",Standard,Inner Sphere,LNC25-02,"['4', ['Large Laser, Left Arm', 'Large Laser, Right Arm', 'Medium Laser, Center Torso', 'PPC, Right Torso']]"
Lancelot LNC25-01sl,Ferro-Fibrous(Inner Sphere),170,Biped,360, XL Engine(IS),2750,15 Double,60,Standard,Lancelot,4,ER 2750,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",IS Standard,Inner Sphere,LNC25-01sl,"['4', ['Medium Laser, Center Torso', 'ER Large Laser, Right Arm', 'ER Large Laser, Right Torso', 'ER Large Laser, Left Arm']]"
Lancelot LNC25-01X,Ferro-Fibrous(Inner Sphere),152,Biped,360, XL Engine(IS),2765,13 Double,60,Standard,Lancelot,2,TRO 3039 - Star League,"{'Walk': 6, 'Run': 9, 'Jump': '4'}",Endo Steel,Inner Sphere,LNC25-01X,"['4', ['ER Large Laser, Right Arm', 'ER Large Laser, Left Arm', 'Medium Laser, Center Torso', 'PPC, Right Torso']]"
Lancelot LNC25-01,Standard Armor,152,Biped,360, XL Engine,2581,13 Double,60,Standard,Lancelot,2,TRO 3050 - Star League,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Standard,Inner Sphere,LNC25-01,"['4', ['1 ISPPC, Right Torso', '1 ISLargeLaser, Right Arm', '1 ISLargeLaser, Left Arm', '1 ISMediumLaser, Center Torso']]"
Kuma 3,Ferro-Fibrous(Clan),86,Biped,420, Large XXL (Clan) Engine,3085,10 Double,60,Standard,Kuma,4,Dark Age,"{'Walk': 7, 'Run': 11, 'Jump': '10'}",Endo Steel,Clan,3,"['0', []]"
Kuma 2,Ferro-Fibrous(Clan),201,Biped,360, XL (Clan) Engine,3083,11 Double,60,Standard,Kuma,2,Dark Age,"{'Walk': 6, 'Run': 9, 'Jump': '6'}",Endo Steel,Clan,2,"['4', ['Plasma Cannon, Left Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ATM 9, Left Torso']]"
Anvil ANV-5Q,Standard(Inner Sphere),144,Biped,300, Fusion Engine,3067,14 Double,60,Standard,Anvil,2,TRO 3055 - Civil War,"{'Walk': 5, 'Run': 8, 'Jump': '3'}",Endo Steel,Inner Sphere,ANV-5Q,"['4', ['Large Pulse Laser, Left Torso', 'Large Pulse Laser, Right Torso', 'Medium Laser, Center Torso', 'Medium Laser, Head']]"
Anvil ANV-5M,Standard(Inner Sphere),152,Biped,300, Fusion Engine,3057,12 Double,60,Standard,Anvil,2,TRO 3055 - Clan Invasion,"{'Walk': 5, 'Run': 8, 'Jump': '5'}",Endo Steel,Inner Sphere,ANV-5M,"['6', ['ER Large Laser, Left Torso', 'Medium Laser, Left Torso', 'ER Large Laser, Right Torso', 'Medium Laser, Right Torso', 'Medium Laser, Center Torso', 'Medium Laser, Head']]"
Anvil ANV-3R,Standard(Inner Sphere),200,Biped,300, Fusion Engine,3067,12 Double,60,Standard,Anvil,2,TRO 3055 - Civil War,"{'Walk': 5, 'Run': 8, 'Jump': '0'}",Endo Steel,Inner Sphere,ANV-3R,"['4', ['Large Pulse Laser, Left Torso', 'Large Pulse Laser, Right Torso', 'Medium Laser, Center Torso', 'Medium Laser, Head']]"
Crossbow CRS-9A,Ferro-Fibrous(Inner Sphere),197,Biped,300, Fusion Engine,3071,10 Double,60,Standard,Crossbow,2,TRO 3075,"{'Walk': 5, 'Run': 8, 'Jump': '0'}",Standard,Inner Sphere,CRS-9A,"['5', ['ER Large Laser, Right Torso', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Right Arm', 'Streak SRM 6, Left Arm', 'Streak SRM 6, Right Arm']]"
Crossbow CRS-6C,Standard(Inner Sphere),128,Biped,300, Fusion Engine,2481,10 Single,60,Standard,Crossbow,1,TRO 3075,"{'Walk': 5, 'Run': 8, 'Jump': '0'}",Standard,Inner Sphere,CRS-6C,"['3', ['Medium Laser, Left Arm', 'Autocannon/10, Right Arm', 'Particle Cannon, Right Torso']]"
Crossbow CRS-6B,Standard(Inner Sphere),128,Biped,300, Fusion Engine,2473,10 Single,60,Standard,Crossbow,1,TRO 3075,"{'Walk': 5, 'Run': 8, 'Jump': '0'}",Standard,Inner Sphere,CRS-6B,"['5', ['LRM 10, Left Arm', 'Medium Laser, Left Arm', 'LRM 10, Right Arm', 'Medium Laser, Right Arm', 'Particle Cannon, Right Torso']]"
Champion CHP-3P,Standard Armor,168,Biped,300, XL Engine,3061,11 Double,60,Standard,Champion,2,TRO 3050 - Clan Invasion,"{'Walk': 5, 'Run': 8, 'Jump': '0'}",Endo Steel,Inner Sphere,CHP-3P,"['5', ['2 ISERMediumLaser, Right Arm', '2 ISERMediumLaser, Left Arm', '1 ISUltraAC10, Right Torso, Ammo:30', '1 ISImprovedNarc, Left Torso, Ammo:8', '1 ISImprovedC3CPU, Center Torso']]"
Anvil ANV-6M,Standard(Inner Sphere),152,Biped,300, Fusion Engine,3058,12 Double,60,Standard,Anvil,2,TRO 3055 - Clan Invasion,"{'Walk': 5, 'Run': 8, 'Jump': '3'}",Endo Steel,Inner Sphere,ANV-6M,"['4', ['Large Pulse Laser, Left Torso', 'Large Pulse Laser, Right Torso', 'Medium Laser, Center Torso', 'TAG, Head']]"
Anvil ANV-8M,Standard(Inner Sphere),152,Biped,240, Fusion Engine,3060,10 Double,60,Standard,Anvil,3,TRO 3055 - Clan Invasion,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",Endo Steel,Inner Sphere,ANV-8M,"['4', ['ER Large Laser, Left Arm', 'ER Medium Laser, Left Arm', 'Arrow IV, Right Torso', 'ER Medium Laser, Head']]"
Champion CHP-3N,Ferro-Fibrous,134,Biped,300, XL Engine,3052,10 Double,60,Standard,Champion,2,TRO 3050 - Clan Invasion,"{'Walk': 5, 'Run': 8, 'Jump': '0'}",Standard,Inner Sphere,CHP-3N,"['6', ['1 ISSRM6, Left Torso, Ammo:15', '2 ISMediumLaser, Left Torso', '2 ISSmallLaser, Center Torso', '1 ISLBXAC10, Right Torso, Ammo:20', '1 ISLargeLaser, Left Arm', '1 ISLargeLaser, Right Arm']]"
Champion CHP-2N,Standard(Inner Sphere),128,Biped,300, Fusion Engine,2810,10 Single,60,Standard,Champion,1,TRO 3039 - Succession Wars,"{'Walk': 5, 'Run': 8, 'Jump': '0'}",Standard,Inner Sphere,CHP-2N,"['6', ['Medium Laser, Left Torso', 'Medium Laser, Left Torso', 'Small Laser, Center Torso', 'Small Laser, Center Torso', 'SRM 6, Left Torso', 'Autocannon/10, Right Torso']]"
Champion CHP-1Nb,Ferro-Fibrous,143,Biped,300, Fusion Engine,2751,10 Double,60,Standard,Champion,2,,"{'Walk': 5, 'Run': 8, 'Jump': '0'}",Endo-Steel,Inner Sphere,CHP-1Nb,"['2', ['1 ISERPPC, Left Torso', '1 ISGaussRifle, Right Torso, Ammo:16']]"
Champion CHP-1N2,Ferro-Fibrous(Inner Sphere),143,Biped,300, Fusion Engine(IS),2667,10 Double,60,Standard,Champion,2,TRO 3039 - Star League,"{'Walk': 5, 'Run': 8, 'Jump': '0'}",Standard,Inner Sphere,CHP-1N2,"['6', ['LB 10-X AC, Right Torso', 'SRM 6, Left Torso', 'Medium Laser, Left Torso', 'Medium Laser, Left Torso', 'Small Laser, Center Torso', 'Small Laser, Center Torso']]"
Champion CHP-1N,Ferro-Fibrous,143,Biped,300, Fusion Engine,2602,10 Single,60,Standard,Champion,2,TRO 3050 - Star League,"{'Walk': 5, 'Run': 8, 'Jump': '0'}",Standard,Inner Sphere,CHP-1N,"['4', ['1 ISSRM6, Left Torso, Ammo:15', '2 ISMediumLaser, Left Torso', '2 ISSmallLaser, Center Torso', '1 ISLBXAC10, Right Torso, Ammo:20']]"
Champion C,Ferro-Fibrous,192,Biped,300, XL Engine,2867,10 Double,60,Standard,Champion,2,TRO 3050 - Succession Wars,"{'Walk': 5, 'Run': 8, 'Jump': '5'}",Standard,Clan,C,"['7', ['1 CLERMediumLaser, Right Arm', '1 CLERMediumLaser, Left Arm', '1 CLLBXAC10, Right Torso, Ammo:20', '2 CLMediumPulseLaser, Left Torso', '1 CLSRM6, Left Torso, Ammo:15', '1 CLSmallPulseLaser, Center Torso', '1 CLSmallPulseLaser, Head']]"
Boreas A,Standard(Inner Sphere),184,QuadVee Omnimech,240, Fusion (Clan) Engine(IS),3132,s Heat Sinks:9,60,Standard,Boreas,3,XTRO Republic II - Late Republic,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",IS Standard,Clan,A,"['1', ['HAG/20, Right Torso']]"
Heavy Lifter HCL-1 CargoMech (Standard),Industrial (Inner Sphere),155,Quad,240, Fusion Engine(IS),3060,10 Single,60,Industrial Triple-Strength,Heavy Lifter HCL-1 CargoMech,2,RS IA,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",IS Industrial,Inner Sphere,(Standard),"['0', []]"
Anvil ANV-3M,Standard(Inner Sphere),152,Biped,300, Fusion Engine,3055,12 Double,60,Standard,Anvil,2,TRO 3055 - Clan Invasion,"{'Walk': 5, 'Run': 8, 'Jump': '3'}",Endo Steel,Inner Sphere,ANV-3M,"['4', ['Large Pulse Laser, Left Torso', 'Large Pulse Laser, Right Torso', 'Medium Laser, Center Torso', 'Medium Laser, Head']]"
Helios HEL-3D,Standard(Inner Sphere),144,Biped,240, Fusion Engine,3058,10 Double,60,Standard,Helios,2,TRO 3060,"{'Walk': 4, 'Run': 6, 'Jump': '4'}",Endo Steel,Inner Sphere,HEL-3D,"['5', ['ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'Gauss Rifle, Right Arm', 'SRM 6, Left Torso', 'SRM 6, Right Torso']]"
Galahad (Glass Spider),Ferro-Fibrous(Clan),201,Biped,240, Fusion (Clan) Engine,2834,10 Double,60,Standard,Galahad (Glass Spider),2,TRO 3055 - Succession Wars,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",Endo Steel,Clan,(Standard),"['2', ['Gauss Rifle, Left Arm', 'Gauss Rifle, Right Arm']]"
Galahad (Glass Spider) 3,Ferro-Fibrous(Clan),201,Biped,240, Fusion (Clan) Engine,3065,16 Double,60,Standard,Galahad (Glass Spider),2,TRO 3055 - Civil War,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",Endo Steel,Clan,3,"['7', ['ER PPC, Left Arm', 'ER PPC, Right Arm', 'Medium Pulse Laser, Left Torso', 'Medium Pulse Laser, Left Torso', 'Heavy Medium Laser, Right Torso', 'Heavy Medium Laser, Right Torso', 'Heavy Medium Laser, Right Torso']]"
Galahad GLH-2D,Ferro-Fibrous(Inner Sphere),197,Biped,180, Fusion Engine,2594,10 Single,60,Standard,Galahad,2,TRO 3075,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",Endo Steel,Inner Sphere,GLH-2D,"['2', ['Gauss Rifle, Left Arm', 'Gauss Rifle, Right Arm']]"
Galahad GLH-3D,Ferro-Fibrous(Inner Sphere),197,Biped,240, Light Engine,3070,10 Single,60,Standard,Galahad,2,TRO 3075,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",Endo Steel,Inner Sphere,GLH-3D,"['2', ['Light Gauss Rifle, Left Arm', 'Light Gauss Rifle, Right Arm']]"
Lumberjack LM1A,Commercial(Inner Sphere),84,Biped,220, ICE Engine(IS),2355,0 Single,60,Standard,Lumberjack,4,RS 3075,"{'Walk': 3, 'Run': 5, 'Jump': '0'}",IS Industrial,Inner Sphere,LM1/A,"['0', []]"
Grigori C-GRG-OU Exanimus,Light Ferro-Fibrous(Inner Sphere),186,Biped Omnimech,240, Light Engine(IS),3077,s Heat Sinks:9,60,Standard,Grigori,4,Jihad,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",IS Standard,Inner Sphere,C-GRG-OU Exanimus,"['6', ['ER Small Laser, Left Arm', 'ER Small Laser, Left Arm', 'Heavy PPC, Right Arm', 'ER Medium Laser, Left Torso', 'ER PPC, Right Torso', 'ER Medium Laser, Right Torso']]"
Grigori C-GRG-OS Caelestis,Light Ferro-Fibrous(Inner Sphere),186,Biped Omnimech,240, Light Engine(IS),3075,s Heat Sinks:9,60,Standard,Grigori,4,,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",IS Standard,Mixed (IS Chassis),C-GRG-OS Caelestis,"['4', ['Silver Bullet Gauss Rifle, Right Arm', 'Streak LRM 10, Right Torso', 'Medium X-Pulse Laser, Head', 'Medium X-Pulse Laser, Head']]"
Grigori C-GRG-OE Eminus,Light Ferro-Fibrous(Inner Sphere),186,Biped Omnimech,240, Light Engine(IS),3072,s Heat Sinks:9,60,Standard,Grigori,4,TRO 3075,"{'Walk': 4, 'Run': 6, 'Jump': '0'}",IS Standard,Inner Sphere,C-GRG-OE Eminus,"['8', ['ER PPC, Left Arm', 'Thunderbolt 15, Right Arm', 'ER Medium Laser, Left Torso', 'ER Medium Laser, Left Torso', 'ER Medium Laser, Right Torso', 'ER Medium Laser, Right Torso', 'ER Medium Laser, Head', 'ER Small Laser, Head']]"
Grigori C-GRG-OD Luminos,Light Ferro-Fibrous(Inner Sphere),186,Biped Omnimech,240, Light Engine(IS),3069,s Heat Sinks:9,60,Standard,Grigori,2,TRO 3075,"{'Walk': 4, 'Run': 6, 'Jump': '6'}",IS Standard,Inner Sphere,C-GRG-OD Luminos,"['6', ['ER Small Laser, Left Arm', 'ER Small Laser, Left Arm', 'Heavy PPC, Right Arm', 'ER Medium Laser, Left Torso', 'ER Medium Laser, Right Torso', 'Light PPC, Head']]"
Grigori C-GRG-OC Comminus,Light Ferro-Fibrous(Inner Sphere),186,Biped Omnimech,240, Light Engine(IS),3069,s Heat Sinks:9,60,Standard,Grigori,2,TRO 3075,"{'Walk': 4, 'Run': 6, 'Jump': '4'}",IS Standard,Inner Sphere,C-GRG-OC Comminus,"['7', ['MRM 10, Left Arm', 'MRM 10, Left Arm', 'MRM 10, Left Arm', 'Streak SRM 6, Right Arm', 'Streak SRM 6, Right Arm', 'ER Medium Laser, Left Torso', 'ER Medium Laser, Right Torso']]"
Grigori C-GRG-OB Infernus,Light Ferro-Fibrous(Inner Sphere),186,Biped Omnimech,240, Light Engine(IS),3069,s Heat Sinks:9,60,Standard,Grigori,2,TRO 3075,"{'Walk': 4, 'Run': 6, 'Jump': '4'}",IS Standard,Inner Sphere,C-GRG-OB Infernus,"['5', ['MML 7, Left Arm', 'MML 7, Right Arm', 'ER Small Laser, Left Torso', 'Plasma Rifle, Right Torso', 'Medium Pulse Laser, Head']]"
Grigori C-GRG-OA Dominus,Light Ferro-Fibrous(Inner Sphere),186,Biped Omnimech,240, Light Engine(IS),3069,s Heat Sinks:9,60,Standard,Grigori,2,TRO 3075,"{'Walk': 4, 'Run': 6, 'Jump': '4'}",IS Standard,Inner Sphere,C-GRG-OA Dominus,"['6', ['Heavy PPC, Right Arm', 'ER Medium Laser, Left Torso', 'Medium Pulse Laser, Left Torso', 'ER Medium Laser, Right Torso', 'Medium Pulse Laser, Right Torso', 'Streak SRM 6, Head']]"
Grigori C-GRG-O Tamiel,Light Ferro-Fibrous(Inner Sphere),186,Biped Omnimech,240, Light Engine(IS),3072,s Heat Sinks:9,60,Standard,Grigori,4,TRO 3075,"{'Walk': 4, 'Run': 6, 'Jump': '4'}",IS Standard,Inner Sphere,C-GRG-O (Tamiel),"['3', ['Snub-Nose PPC, Left Arm', 'Thunderbolt 10, Right Arm', 'Thunderbolt 10, Left Torso']]"
Grigori C-GRG-O Rufus,Light Ferro-Fibrous(Inner Sphere),186,Biped Omnimech,240, Light Engine(IS),3071,s Heat Sinks:9,60,Standard,Grigori,4,Starterbook: Wolf & Blake - Jihad,"{'Walk': 4, 'Run': 6, 'Jump': '4'}",IS Standard,Inner Sphere,C-GRG-O (Rufus),"['5', ['MML 7, Left Arm', 'MML 7, Right Arm', 'ER Small Laser, Left Torso', 'Light PPC, Right Torso', 'Medium VSP Laser, Head']]"
